mammary gland bud formation:biological_process;'mammary gland bud formation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
epithelial cell proliferation involved in salivary gland morphogenesis:biological_process;'epithelial cell proliferation involved in salivary gland morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
branch elongation involved in salivary gland morphogenesis:biological_process;'branch elongation involved in salivary gland morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
branching involved in labyrinthine layer morphogenesis:biological_process;'branching involved in labyrinthine layer morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of morphogenesis of a branching structure:biological_process;'regulation of morphogenesis of a branching structure:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mesenchymal cell differentiation involved in lung development:biological_process;'mesenchymal cell differentiation involved in lung development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mesenchymal cell proliferation involved in lung development:biological_process;'mesenchymal cell proliferation involved in lung development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to retinoic acid:biological_process;'cellular response to retinoic acid:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of canonical Wnt signaling pathway:biological_process;'positive regulation of canonical Wnt signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
endochondral ossification:biological_process;'endochondral ossification:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
chondrocyte proliferation:biological_process;'chondrocyte proliferation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of developmental growth:biological_process;'negative regulation of developmental growth:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
bone maturation:biological_process;'bone maturation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
fibroblast growth factor receptor apoptotic signaling pathway:biological_process;'fibroblast growth factor receptor apoptotic signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cell fate determination:biological_process;'cell fate determination:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of cytokine production:biological_process;'regulation of cytokine production:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
kidney development:biological_process;'kidney development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mesonephros development:biological_process;'mesonephros development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
lens development in camera-type eye:biological_process;'lens development in camera-type eye:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
pro-T cell differentiation:biological_process;'pro-T cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
aortic valve morphogenesis:biological_process;'aortic valve morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cardiac right ventricle morphogenesis:biological_process;'cardiac right ventricle morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
ventricular septum development:biological_process;'ventricular septum development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
defense response:biological_process;'defense response:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
inflammatory response:biological_process;'inflammatory response:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
axon guidance:biological_process;'axon guidance:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cell population proliferation:biological_process;'cell population proliferation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to virus:biological_process;'response to virus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
anatomical structure morphogenesis:biological_process;'anatomical structure morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of signal transduction:biological_process;'positive regulation of signal transduction:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of neuron projection development:biological_process;'regulation of neuron projection development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
macrophage differentiation:biological_process;'macrophage differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
TOR signaling:biological_process;'TOR signaling:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of type II interferon production:biological_process;'negative regulation of type II interferon production:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of interleukin-2 production:biological_process;'negative regulation of interleukin-2 production:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of interleukin-13 production:biological_process;'positive regulation of interleukin-13 production:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of interleukin-4 production:biological_process;'positive regulation of interleukin-4 production:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of interleukin-5 production:biological_process;'positive regulation of interleukin-5 production:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of mammary gland epithelial cell proliferation:biological_process;'negative regulation of mammary gland epithelial cell proliferation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
embryonic hemopoiesis:biological_process;'embryonic hemopoiesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to interferon-alpha:biological_process;'cellular response to interferon-alpha:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
ureter maturation:biological_process;'ureter maturation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
parathyroid hormone secretion:biological_process;'parathyroid hormone secretion:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
norepinephrine biosynthetic process:biological_process;'norepinephrine biosynthetic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of neuron apoptotic process:biological_process;'regulation of neuron apoptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
thymic T cell selection:biological_process;'thymic T cell selection:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
T-helper 2 cell differentiation:biological_process;'T-helper 2 cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
innate immune response:biological_process;'innate immune response:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of T cell differentiation:biological_process;'positive regulation of T cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of T-helper cell differentiation:biological_process;'regulation of T-helper cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of cell cycle:biological_process;'negative regulation of cell cycle:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
sympathetic nervous system development:biological_process;'sympathetic nervous system development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
developmental growth:biological_process;'developmental growth:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
anatomical structure formation involved in morphogenesis:biological_process;'anatomical structure formation involved in morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of inflammatory response:biological_process;'negative regulation of inflammatory response:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cartilage development:biological_process;'cartilage development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
parathyroid gland development:biological_process;'parathyroid gland development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
pharyngeal system development:biological_process;'pharyngeal system development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mesenchymal to epithelial transition:biological_process;'mesenchymal to epithelial transition:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mast cell differentiation:biological_process;'mast cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
ureteric bud formation:biological_process;'ureteric bud formation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to interleukin-4:biological_process;'cellular response to interleukin-4:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to tumor necrosis factor:biological_process;'cellular response to tumor necrosis factor:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
otic vesicle development:biological_process;'otic vesicle development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to BMP stimulus:biological_process;'cellular response to BMP stimulus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of ureteric bud formation:biological_process;'positive regulation of ureteric bud formation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
nephric duct morphogenesis:biological_process;'nephric duct morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
nephric duct formation:biological_process;'nephric duct formation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of nephron tubule epithelial cell differentiation:biological_process;'regulation of nephron tubule epithelial cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
ureter morphogenesis:biological_process;'ureter morphogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
lymphocyte migration:biological_process;'lymphocyte migration:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of DNA demethylation:biological_process;'negative regulation of DNA demethylation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of establishment of cell polarity:biological_process;'regulation of establishment of cell polarity:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of cell motility:biological_process;'negative regulation of cell motility:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of T-helper 2 cell cytokine production:biological_process;'positive regulation of T-helper 2 cell cytokine production:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of cell proliferation involved in mesonephros development:biological_process;'negative regulation of cell proliferation involved in mesonephros development:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of thyroid hormone generation:biological_process;'positive regulation of thyroid hormone generation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of transcription regulatory region DNA binding:biological_process;'positive regulation of transcription regulatory region DNA binding:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of cellular response to X-ray:biological_process;'regulation of cellular response to X-ray:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation:biological_process;'negative regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation:biological_process;'negative regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
peptide antigen assembly with MHC class I protein complex:biological_process;'peptide antigen assembly with MHC class I protein complex:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein folding:biological_process;'protein folding:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein export from nucleus:biological_process;'protein export from nucleus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
intracellular calcium ion homeostasis:biological_process;'intracellular calcium ion homeostasis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
spermatogenesis:biological_process;'spermatogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of translation:biological_process;'negative regulation of translation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein maturation by protein folding:biological_process;'protein maturation by protein folding:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cortical actin cytoskeleton organization:biological_process;'cortical actin cytoskeleton organization:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of intracellular steroid hormone receptor signaling pathway:biological_process;'negative regulation of intracellular steroid hormone receptor signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to testosterone:biological_process;'response to testosterone:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein localization to nucleus:biological_process;'protein localization to nucleus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein folding in endoplasmic reticulum:biological_process;'protein folding in endoplasmic reticulum:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of meiotic nuclear division:biological_process;'regulation of meiotic nuclear division:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
glucocorticoid receptor signaling pathway:biological_process;'glucocorticoid receptor signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of apoptotic process:biological_process;'regulation of apoptotic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of neuron differentiation:biological_process;'negative regulation of neuron differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of retinoic acid receptor signaling pathway:biological_process;'negative regulation of retinoic acid receptor signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of phagocytosis:biological_process;'positive regulation of phagocytosis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
sequestering of calcium ion:biological_process;'sequestering of calcium ion:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cardiac muscle cell differentiation:biological_process;'cardiac muscle cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to electrical stimulus:biological_process;'cellular response to electrical stimulus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to lithium ion:biological_process;'cellular response to lithium ion:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of trophoblast cell migration:biological_process;'negative regulation of trophoblast cell migration:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of non-canonical NF-kappaB signal transduction:biological_process;'positive regulation of non-canonical NF-kappaB signal transduction:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to glycoside:biological_process;'response to glycoside:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of dendritic cell chemotaxis:biological_process;'positive regulation of dendritic cell chemotaxis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
type III interferon-mediated signaling pathway:biological_process;'type III interferon-mediated signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
type I interferon-mediated signaling pathway:biological_process;'type I interferon-mediated signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of protein localization to nucleus:biological_process;'positive regulation of protein localization to nucleus:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
double-strand break repair via homologous recombination:biological_process;'double-strand break repair via homologous recombination:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of DNA repair:biological_process;'regulation of DNA repair:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
postreplication repair:biological_process;'postreplication repair:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
fatty acid biosynthetic process:biological_process;'fatty acid biosynthetic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mitotic G2 DNA damage checkpoint signaling:biological_process;'mitotic G2 DNA damage checkpoint signaling:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
centrosome cycle:biological_process;'centrosome cycle:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
response to ionizing radiation:biological_process;'response to ionizing radiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of vascular endothelial growth factor production:biological_process;'positive regulation of vascular endothelial growth factor production:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein ubiquitination:biological_process;'protein ubiquitination:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of intracellular estrogen receptor signaling pathway:biological_process;'negative regulation of intracellular estrogen receptor signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
homologous recombination:biological_process;'homologous recombination:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
mitotic G2/M transition checkpoint:biological_process;'mitotic G2/M transition checkpoint:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of fatty acid biosynthetic process:biological_process;'negative regulation of fatty acid biosynthetic process:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of DNA repair:biological_process;'positive regulation of DNA repair:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of angiogenesis:biological_process;'positive regulation of angiogenesis:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of centriole replication:biological_process;'negative regulation of centriole replication:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
localization:biological_process;'localization:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein autoubiquitination:biological_process;'protein autoubiquitination:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
random inactivation of X chromosome:biological_process;'random inactivation of X chromosome:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cellular response to indole-3-methanol:biological_process;'cellular response to indole-3-methanol:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
protein K6-linked ubiquitination:biological_process;'protein K6-linked ubiquitination:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
DNA strand resection involved in replication fork processing:biological_process;'DNA strand resection involved in replication fork processing:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors:biological_process;'negative regulation of extrinsic apoptotic signaling pathway via death domain receptors:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of DNA damage checkpoint:biological_process;'regulation of DNA damage checkpoint:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of cell-matrix adhesion:biological_process;'negative regulation of cell-matrix adhesion:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
plasma cell differentiation:biological_process;'plasma cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
germinal center formation:biological_process;'germinal center formation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of germinal center formation:biological_process;'regulation of germinal center formation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
cell-matrix adhesion:biological_process;'cell-matrix adhesion:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
Rho protein signal transduction:biological_process;'Rho protein signal transduction:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
pyramidal neuron differentiation:biological_process;'pyramidal neuron differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
heterochromatin formation:biological_process;'heterochromatin formation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of mast cell cytokine production:biological_process;'negative regulation of mast cell cytokine production:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of T cell proliferation:biological_process;'regulation of T cell proliferation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
regulation of memory T cell differentiation:biological_process;'regulation of memory T cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
positive regulation of regulatory T cell differentiation:biological_process;'positive regulation of regulatory T cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of T-helper 2 cell differentiation:biological_process;'negative regulation of T-helper 2 cell differentiation:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of Notch signaling pathway:biological_process;'negative regulation of Notch signaling pathway:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
isotype switching to IgE isotypes:biological_process;'isotype switching to IgE isotypes:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
negative regulation of isotype switching to IgE isotypes:biological_process;'negative regulation of isotype switching to IgE isotypes:biological_process';'id';BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing|ThingWithTaxon
